Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03
19,GTD,Franck Perera,672,03:18.9,33:05.2,Yellow,Track,29.307,84.43,85.154
78,GTD,Marco Mapelli,683,03:20.4,33:07.3,Yellow,Track,29.081,85.106,86.217
16,GTD,Jan Heylen,681,03:20.3,33:09.2,Yellow,Track,30.72,83.975,85.639
96,GTD,Robby Foley,654,03:20.4,33:10.6,Yellow,Track,30.39,84.476,85.55
83,GTD,Michelle Gatting,617,03:20.9,33:11.6,Yellow,Track,30.368,85.824,84.693
77,GTD,Trent Hindman,677,03:21.0,33:13.0,Yellow,Track,30.232,86.577,84.142
023,GTD,Alessio Rovera,676,03:20.9,33:13.5,Yellow,Track,30.145,86.725,84.055
91,GTD,Alan Metni,657,03:21.2,33:14.7,Yellow,Track,30.124,87.52,83.512
80,GTD,Seb Priaulx,669,03:21.2,33:15.6,Yellow,Track,29.969,88.092,83.131
27,GTD,Marco Sorensen,687,03:08.7,36:02.6,Green,Track,45.013,95.429,48.259
12,GTD,Aaron Telitz,687,03:07.3,36:03.2,Green,Track,45.377,95.599,46.332
57,GTD,Philip Ellis,687,03:04.3,36:03.4,Green,Track,45.23,94.39,44.653
44,GTD,Nicki Thiim,687,03:05.9,36:03.6,Green,Track,45.711,94.619,45.56
70,GTD,Marvin Kirchhofer,687,03:04.3,36:04.0,Green,Track,45.163,94.804,44.287
32,GTD,Maximilian Goetz,671,03:03.3,36:04.2,Green,Track,44.875,95.114,43.278
93,GTD,Kyle Marcelli,687,03:04.2,36:04.4,Green,Track,45.119,94.997,44.073
66,GTD,Mario Farnbacher,687,03:02.4,36:05.2,Green,Track,45.195,95.336,41.83
1,GTD,Maxime Martin,685,03:01.4,36:05.4,Green,Track,45.453,94.719,41.222
19,GTD,Franck Perera,673,03:00.4,36:05.6,Green,Track,44.958,94.33,41.119
78,GTD,Marco Mapelli,684,02:59.1,36:06.3,Green,Track,43.371,94.59,41.101
16,GTD,Jan Heylen,682,02:57.7,36:07.0,Green,Track,45.002,92.347,40.399
83,GTD,Michelle Gatting,618,02:57.1,36:08.7,Green,Track,44.639,92.164,40.323
77,GTD,Trent Hindman,678,02:56.5,36:09.5,Green,Track,44.035,92.264,40.206
023,GTD,Alessio Rovera,677,02:56.4,36:10.0,Green,Track,44.378,92.24,39.793
91,GTD,Alan Metni,658,02:55.8,36:10.5,Green,Track,43.591,92.701,39.523
80,GTD,Seb Priaulx,670,02:55.0,36:10.6,Green,Track,43.434,92.358,39.232
96,GTD,Robby Foley,655,03:54.2,37:04.9,Green,Pit,44.764,92.189,97.283
27,GTD,Marco Sorensen,688,01:48.8,37:51.4,Green,Track,26.471,50.71,31.644
57,GTD,Philip Ellis,688,01:49.6,37:52.9,Green,Track,26.617,51.208,31.746
12,GTD,Aaron Telitz,688,01:50.0,37:53.2,Green,Track,26.499,51.529,32.014
70,GTD,Marvin Kirchhofer,688,01:49.3,37:53.3,Green,Track,26.311,51.119,31.822
44,GTD,Nicki Thiim,688,01:50.3,37:53.8,Green,Track,26.671,51.581,32.001
32,GTD,Maximilian Goetz,672,01:49.9,37:54.1,Green,Track,26.688,51.142,32.095
66,GTD,Mario Farnbacher,688,01:49.6,37:54.8,Green,Track,26.46,50.696,32.464
93,GTD,Kyle Marcelli,688,01:50.4,37:54.8,Green,Track,26.661,51.125,32.629
1,GTD,Maxime Martin,686,01:50.8,37:56.1,Green,Track,26.771,51.853,32.127
19,GTD,Franck Perera,674,01:51.3,37:56.9,Green,Track,26.948,51.765,32.575
78,GTD,Marco Mapelli,685,01:50.9,37:57.3,Green,Track,26.407,51.894,32.623
16,GTD,Jan Heylen,683,01:51.1,37:58.1,Green,Track,26.517,52.036,32.581
83,GTD,Michelle Gatting,619,01:50.5,37:59.2,Green,Track,26.114,51.876,32.517
77,GTD,Trent Hindman,679,01:50.9,38:00.4,Green,Track,26.202,51.858,32.801
023,GTD,Alessio Rovera,678,01:50.7,38:00.7,Green,Track,26.546,51.699,32.485
91,GTD,Alan Metni,659,01:52.8,38:03.4,Green,Track,27.098,52.445,33.28
80,GTD,Seb Priaulx,671,01:52.8,38:03.4,Green,Track,27.106,52.466,33.25
96,GTD,Robby Foley,656,02:14.0,39:18.9,Green,Track,49.199,52.09,32.717
27,GTD,Marco Sorensen,689,01:47.6,39:39.0,Green,Track,25.605,50.418,31.588
57,GTD,Philip Ellis,689,01:47.5,39:40.4,Green,Track,25.436,50.235,31.84
70,GTD,Marvin Kirchhofer,689,01:48.0,39:41.3,Green,Track,25.931,50.473,31.644
12,GTD,Aaron Telitz,689,01:48.7,39:41.9,Green,Track,26.181,50.698,31.846
44,GTD,Nicki Thiim,689,01:48.5,39:42.3,Green,Track,26.051,50.759,31.69
32,GTD,Maximilian Goetz,673,01:48.3,39:42.5,Green,Track,26.092,50.763,31.479
66,GTD,Mario Farnbacher,689,01:48.3,39:43.1,Green,Track,25.932,50.668,31.735
93,GTD,Kyle Marcelli,689,01:49.2,39:44.0,Green,Track,26.158,50.857,32.209
1,GTD,Maxime Martin,687,01:49.1,39:45.2,Green,Track,25.929,51.069,32.114
19,GTD,Franck Perera,675,01:49.4,39:46.3,Green,Track,25.779,51.379,32.212
78,GTD,Marco Mapelli,686,01:49.6,39:46.8,Green,Track,25.746,51.348,32.495
16,GTD,Jan Heylen,684,01:50.0,39:48.1,Green,Track,25.725,51.622,32.648
83,GTD,Michelle Gatting,620,01:49.7,39:48.9,Green,Track,26.022,51.2,32.477
77,GTD,Trent Hindman,680,01:50.1,39:50.5,Green,Track,25.877,51.665,32.562
023,GTD,Alessio Rovera,679,01:50.3,39:51.0,Green,Track,26.035,51.665,32.592
91,GTD,Alan Metni,660,01:51.8,39:55.1,Green,Track,26.292,52.215,33.255
80,GTD,Seb Priaulx,672,01:51.8,39:55.2,Green,Track,26.461,52.107,33.202
96,GTD,Robby Foley,657,01:50.7,41:09.5,Green,Track,25.933,52.167,32.576
27,GTD,Marco Sorensen,690,01:47.0,41:26.1,Green,Track,25.374,49.999,31.676
57,GTD,Philip Ellis,690,01:47.2,41:27.6,Green,Track,25.428,50.401,31.322
70,GTD,Marvin Kirchhofer,690,01:47.1,41:28.5,Green,Track,25.362,50.35,31.413
12,GTD,Aaron Telitz,690,01:47.8,41:29.7,Green,Track,25.511,50.447,31.847
44,GTD,Nicki Thiim,690,01:47.9,41:30.2,Green,Track,25.587,50.714,31.606
32,GTD,Maximilian Goetz,674,01:49.1,41:31.6,Green,Track,26.436,51.03,31.679
66,GTD,Mario Farnbacher,690,01:49.2,41:32.3,Green,Track,25.849,51.058,32.304
93,GTD,Kyle Marcelli,690,01:48.3,41:32.3,Green,Track,25.415,50.811,32.106
1,GTD,Maxime Martin,688,01:48.7,41:33.9,Green,Track,25.855,50.962,31.875
19,GTD,Franck Perera,676,01:48.7,41:35.0,Green,Track,25.604,51.079,32.047
78,GTD,Marco Mapelli,687,01:48.7,41:35.6,Green,Track,25.457,51.02,32.271
16,GTD,Jan Heylen,685,01:49.7,41:37.8,Green,Track,25.54,51.506,32.657
83,GTD,Michelle Gatting,621,01:49.4,41:38.3,Green,Track,25.745,51.159,32.512
77,GTD,Trent Hindman,681,01:49.8,41:40.3,Green,Track,25.945,51.42,32.385
023,GTD,Alessio Rovera,680,01:49.6,41:40.6,Green,Track,25.889,51.505,32.181
91,GTD,Alan Metni,661,01:51.2,41:46.3,Green,Track,26.215,51.997,32.943
80,GTD,Seb Priaulx,673,01:51.2,41:46.4,Green,Track,26.39,51.906,32.88
96,GTD,Robby Foley,658,01:49.6,42:59.1,Green,Track,25.728,51.47,32.353
27,GTD,Marco Sorensen,691,01:46.8,43:12.9,Green,Track,25.192,50.084,31.534
57,GTD,Philip Ellis,691,01:47.2,43:14.8,Green,Track,25.771,50.145,31.301
70,GTD,Marvin Kirchhofer,691,01:47.5,43:16.0,Green,Track,25.523,50.409,31.598
12,GTD,Aaron Telitz,691,01:47.8,43:17.6,Green,Track,25.583,50.596,31.634
44,GTD,Nicki Thiim,691,01:47.4,43:17.6,Green,Track,25.453,50.427,31.521
32,GTD,Maximilian Goetz,675,01:47.6,43:19.2,Green,Track,25.763,50.354,31.484
66,GTD,Mario Farnbacher,691,01:47.7,43:20.1,Green,Track,25.418,50.482,31.824
93,GTD,Kyle Marcelli,691,01:48.0,43:20.3,Green,Track,25.695,50.497,31.813
1,GTD,Maxime Martin,689,01:48.8,43:22.7,Green,Track,25.542,50.871,32.424
78,GTD,Marco Mapelli,688,01:48.5,43:24.1,Green,Track,25.532,50.957,32.032
19,GTD,Franck Perera,677,01:49.9,43:24.9,Green,Track,26.759,51.09,32.05
16,GTD,Jan Heylen,686,01:49.4,43:27.2,Green,Track,25.52,51.344,32.512
83,GTD,Michelle Gatting,622,01:49.7,43:28.0,Green,Track,25.95,51.292,32.431
77,GTD,Trent Hindman,682,01:49.7,43:29.9,Green,Track,25.609,51.505,32.54
023,GTD,Alessio Rovera,681,01:49.9,43:30.5,Green,Track,26.235,51.425,32.253
91,GTD,Alan Metni,662,01:51.4,43:37.7,Green,Track,26.188,52.149,33.041
80,GTD,Seb Priaulx,674,01:51.4,43:37.8,Green,Track,26.287,52.158,32.923
96,GTD,Robby Foley,659,01:50.3,44:49.4,Green,Track,25.923,51.822,32.539
27,GTD,Marco Sorensen,692,01:46.9,44:59.9,Green,Track,25.316,50.056,31.575
57,GTD,Philip Ellis,692,01:48.2,45:03.0,Green,Track,26.054,50.321,31.807
70,GTD,Marvin Kirchhofer,692,01:48.4,45:04.4,Green,Track,25.851,50.402,32.155
44,GTD,Nicki Thiim,692,01:48.0,45:05.6,Green,Track,25.806,50.625,31.549
12,GTD,Aaron Telitz,692,01:48.1,45:05.7,Green,Track,25.71,50.591,31.825
66,GTD,Mario Farnbacher,692,01:47.5,45:07.6,Green,Track,25.377,50.466,31.665
32,GTD,Maximilian Goetz,676,01:48.4,45:07.6,Green,Track,25.885,50.431,32.059
93,GTD,Kyle Marcelli,692,01:47.9,45:08.2,Green,Track,25.444,50.541,31.905
1,GTD,Maxime Martin,690,01:48.6,45:11.4,Green,Track,25.585,51.006,32.019
78,GTD,Marco Mapelli,689,01:48.8,45:12.9,Green,Track,25.689,50.887,32.187
19,GTD,Franck Perera,678,01:48.8,45:13.7,Green,Track,25.614,51.135,32.027
16,GTD,Jan Heylen,687,01:49.7,45:16.9,Green,Track,25.712,51.49,32.451
83,GTD,Michelle Gatting,623,01:49.8,45:17.8,Green,Track,25.717,51.517,32.555
023,GTD,Alessio Rovera,682,01:49.5,45:19.9,Green,Track,25.766,51.431,32.279
77,GTD,Trent Hindman,683,01:50.1,45:20.0,Green,Track,25.769,51.656,32.679
80,GTD,Seb Priaulx,675,01:51.2,45:29.0,Green,Track,26.406,52.055,32.759
91,GTD,Alan Metni,663,01:51.4,45:29.1,Green,Track,26.112,52.117,33.175
96,GTD,Robby Foley,660,01:50.3,46:39.6,Green,Track,25.774,52.117,32.363
27,GTD,Marco Sorensen,693,01:47.1,46:46.9,Green,Track,25.378,50.125,31.569
57,GTD,Philip Ellis,693,01:47.4,46:50.4,Green,Track,25.721,50.153,31.521
70,GTD,Marvin Kirchhofer,693,01:47.7,46:52.1,Green,Track,25.643,50.426,31.658
44,GTD,Nicki Thiim,693,01:47.8,46:53.4,Green,Track,25.601,50.538,31.674
12,GTD,Aaron Telitz,693,01:48.2,46:53.9,Green,Track,25.897,50.688,31.597
66,GTD,Mario Farnbacher,693,01:47.5,46:55.1,Green,Track,25.372,50.506,31.626
32,GTD,Maximilian Goetz,677,01:48.7,46:56.3,Green,Track,26.116,50.625,32
93,GTD,Kyle Marcelli,693,01:48.6,46:56.8,Green,Track,25.718,50.891,31.997
1,GTD,Maxime Martin,691,01:49.3,47:00.6,Green,Track,25.662,51.468,32.121
78,GTD,Marco Mapelli,690,01:48.8,47:01.7,Green,Track,25.516,51.282,32
19,GTD,Franck Perera,679,01:48.8,47:02.5,Green,Track,25.491,51.272,32.029
16,GTD,Jan Heylen,688,01:49.7,47:06.6,Green,Track,25.592,51.693,32.423
83,GTD,Michelle Gatting,624,01:49.5,47:07.3,Green,Track,25.655,51.379,32.498
023,GTD,Alessio Rovera,683,01:49.9,47:09.9,Green,Track,25.929,51.588,32.407
77,GTD,Trent Hindman,684,01:50.6,47:10.7,Green,Track,26.294,51.795,32.547
80,GTD,Seb Priaulx,676,01:51.4,47:20.3,Green,Track,26.483,52.261,32.61
91,GTD,Alan Metni,664,01:52.1,47:21.2,Green,Track,26.753,52.444,32.899
96,GTD,Robby Foley,661,01:49.9,48:29.5,Green,Track,25.899,51.582,32.408
27,GTD,Marco Sorensen,694,01:47.2,48:34.1,Green,Track,25.367,50.206,31.588
57,GTD,Philip Ellis,694,01:47.9,48:38.3,Green,Track,25.865,50.155,31.865
70,GTD,Marvin Kirchhofer,694,01:47.8,48:40.0,Green,Track,25.667,50.435,31.746
44,GTD,Nicki Thiim,694,01:47.8,48:41.3,Green,Track,25.535,50.756,31.551
12,GTD,Aaron Telitz,694,01:48.6,48:42.4,Green,Track,26.118,50.725,31.727
66,GTD,Mario Farnbacher,694,01:47.8,48:42.8,Green,Track,25.393,50.379,32.012
32,GTD,Maximilian Goetz,678,01:48.1,48:44.4,Green,Track,25.822,50.423,31.828
93,GTD,Kyle Marcelli,694,01:47.7,48:44.5,Green,Track,25.513,50.478,31.707
1,GTD,Maxime Martin,692,01:48.9,48:49.5,Green,Track,25.601,51.191,32.098
78,GTD,Marco Mapelli,691,01:48.6,48:50.3,Green,Track,25.448,51.089,32.103
19,GTD,Franck Perera,680,01:49.1,48:51.6,Green,Track,25.986,50.94,32.178
16,GTD,Jan Heylen,689,01:50.5,48:57.0,Green,Track,25.68,51.697,33.101
83,GTD,Michelle Gatting,625,01:50.0,48:57.4,Green,Track,25.826,51.557,32.65
023,GTD,Alessio Rovera,684,01:50.5,49:00.4,Green,Track,26.053,51.959,32.534
77,GTD,Trent Hindman,685,01:50.5,49:01.2,Green,Track,26.109,51.834,32.555
80,GTD,Seb Priaulx,677,01:51.2,49:11.5,Green,Track,26.29,52.189,32.695
91,GTD,Alan Metni,665,01:51.6,49:12.7,Green,Track,26.657,52.161,32.767
96,GTD,Robby Foley,662,01:49.9,50:19.4,Green,Track,26.051,51.503,32.346
27,GTD,Marco Sorensen,695,01:47.7,50:21.8,Green,Track,25.684,50.357,31.699
57,GTD,Philip Ellis,695,01:47.9,50:26.2,Green,Track,25.662,50.426,31.842
70,GTD,Marvin Kirchhofer,695,01:47.8,50:27.8,Green,Track,25.684,50.503,31.656
44,GTD,Nicki Thiim,695,01:48.0,50:29.3,Green,Track,25.525,50.647,31.835
12,GTD,Aaron Telitz,695,01:48.4,50:30.8,Green,Track,25.65,50.692,32.021
66,GTD,Mario Farnbacher,695,01:48.0,50:30.8,Green,Track,25.496,50.457,32.014
32,GTD,Maximilian Goetz,679,01:48.9,50:33.3,Green,Track,26.172,50.923,31.771
93,GTD,Kyle Marcelli,695,01:50.1,50:34.6,Green,Track,25.923,52.024,32.112
1,GTD,Maxime Martin,693,01:49.6,50:39.1,Green,Track,26.202,51.21,32.209
78,GTD,Marco Mapelli,692,01:49.3,50:39.6,Green,Track,25.866,51.132,32.33
19,GTD,Franck Perera,681,01:49.3,50:40.9,Green,Track,25.909,51.345,32.05
16,GTD,Jan Heylen,690,01:52.1,50:49.1,Green,Track,26.837,52.585,32.654
83,GTD,Michelle Gatting,626,01:52.2,50:49.6,Green,Track,27.377,52.163,32.663
023,GTD,Alessio Rovera,685,01:50.2,50:50.6,Green,Track,26.057,51.712,32.427
77,GTD,Trent Hindman,686,01:50.5,50:51.6,Green,Track,26.041,51.757,32.681
80,GTD,Seb Priaulx,678,01:50.5,51:02.0,Green,Track,26.003,51.915,32.581
91,GTD,Alan Metni,666,01:52.1,51:04.8,Green,Track,26.33,52.298,33.478
96,GTD,Robby Foley,663,01:49.9,52:09.3,Green,Track,25.979,51.548,32.367
27,GTD,Marco Sorensen,696,01:47.7,52:09.5,Green,Track,25.556,50.544,31.624
57,GTD,Philip Ellis,696,01:48.7,52:14.9,Green,Track,26.158,51.055,31.479
70,GTD,Marvin Kirchhofer,696,01:48.4,52:16.3,Green,Track,26.21,50.684,31.544
44,GTD,Nicki Thiim,696,01:48.0,52:17.2,Green,Track,25.495,50.778,31.695
66,GTD,Mario Farnbacher,696,01:47.8,52:18.6,Green,Track,25.399,50.687,31.703
12,GTD,Aaron Telitz,696,01:48.4,52:19.1,Green,Track,26.021,50.728,31.601
32,GTD,Maximilian Goetz,680,01:48.1,52:21.4,Green,Track,25.749,50.571,31.809
93,GTD,Kyle Marcelli,696,01:48.5,52:23.1,Green,Track,25.559,50.865,32.117
1,GTD,Maxime Martin,694,01:50.2,52:29.3,Green,Track,26.557,51.388,32.263
78,GTD,Marco Mapelli,693,01:50.3,52:29.9,Green,Track,26.199,51.47,32.592
19,GTD,Franck Perera,682,01:49.3,52:30.2,Green,Track,25.738,51.32,32.256
16,GTD,Jan Heylen,691,01:50.2,52:39.3,Green,Track,25.988,51.573,32.667
83,GTD,Michelle Gatting,627,01:50.1,52:39.7,Green,Track,25.874,51.62,32.616
023,GTD,Alessio Rovera,686,01:50.1,52:40.7,Green,Track,26.014,51.657,32.396
77,GTD,Trent Hindman,687,01:50.8,52:42.4,Green,Track,25.908,52.09,32.758
80,GTD,Seb Priaulx,679,01:50.8,52:52.8,Green,Track,26.052,52.034,32.709
91,GTD,Alan Metni,667,01:55.9,53:00.8,Green,Track,27.257,55.283,33.38
27,GTD,Marco Sorensen,697,01:47.7,53:57.2,Green,Track,25.856,0,0
96,GTD,Robby Foley,664,01:50.7,54:00.0,Green,Track,26.547,0,0
57,GTD,Philip Ellis,697,01:48.1,54:03.0,Green,Track,25.767,0,0
70,GTD,Marvin Kirchhofer,697,01:48.7,54:05.0,Green,Track,25.869,0,0
44,GTD,Nicki Thiim,697,01:48.6,54:05.8,Green,Track,25.663,0,0
66,GTD,Mario Farnbacher,697,01:48.8,54:07.4,Green,Track,25.864,0,0
12,GTD,Aaron Telitz,697,01:49.2,54:08.3,Green,Track,25.836,0,0
32,GTD,Maximilian Goetz,681,01:48.8,54:10.1,Green,Track,25.975,0,0
93,GTD,Kyle Marcelli,697,01:48.2,54:11.4,Green,Track,25.524,0,0
1,GTD,Maxime Martin,695,01:49.2,54:18.5,Green,Track,25.711,51.249,32.243
78,GTD,Marco Mapelli,694,01:49.2,54:19.1,Green,Track,25.739,51.179,32.283
19,GTD,Franck Perera,683,01:49.4,54:19.6,Green,Track,26.034,51.222,32.154
16,GTD,Jan Heylen,692,01:49.9,54:29.2,Green,Track,25.885,51.559,32.425
83,GTD,Michelle Gatting,628,01:50.0,54:29.7,Green,Track,26.034,51.425,32.562
023,GTD,Alessio Rovera,687,01:50.2,54:30.9,Green,Track,26.012,51.735,32.439
77,GTD,Trent Hindman,688,01:50.2,54:32.6,Green,Track,25.922,51.766,32.526
80,GTD,Seb Priaulx,680,01:51.1,54:43.9,Green,Track,26.099,52.249,32.73
91,GTD,Alan Metni,668,01:53.2,54:54.0,Green,Track,26.879,52.843,33.476
27,GTD,Marco Sorensen,698,01:47.6,55:44.8,Green,Track,25.856,50.194,31.506
57,GTD,Philip Ellis,698,01:48.0,55:51.0,Green,Track,25.767,50.576,31.65
96,GTD,Robby Foley,665,01:52.1,55:52.1,Green,Track,26.547,51.779,33.744
70,GTD,Marvin Kirchhofer,698,01:48.0,55:53.0,Green,Track,25.869,50.472,31.702
44,GTD,Nicki Thiim,698,01:48.4,55:54.2,Green,Track,25.663,51.023,31.746
12,GTD,Aaron Telitz,698,01:48.5,55:56.8,Green,Track,25.836,50.756,31.859
32,GTD,Maximilian Goetz,682,01:48.3,55:58.4,Green,Track,25.975,50.638,31.653
93,GTD,Kyle Marcelli,698,01:48.5,55:59.8,Green,Track,25.524,50.773,32.185
1,GTD,Maxime Martin,696,01:49.5,56:08.0,Green,Track,25.779,51.419,32.27
66,GTD,Mario Farnbacher,698,02:00.8,56:08.2,Green,Pit,25.864,50.56,44.374
78,GTD,Marco Mapelli,695,01:49.4,56:08.5,Green,Track,25.752,51.494,32.118
19,GTD,Franck Perera,684,01:49.5,56:09.1,Green,Track,26.235,51.096,32.17
16,GTD,Jan Heylen,693,01:50.8,56:20.0,Green,Track,25.85,52.252,32.689
83,GTD,Michelle Gatting,629,01:51.0,56:20.7,Green,Track,26.083,52.256,32.628
023,GTD,Alessio Rovera,688,01:50.3,56:21.2,Green,Track,26.132,51.788,32.373
77,GTD,Trent Hindman,689,01:50.9,56:23.5,Green,Track,25.987,51.673,33.224
80,GTD,Seb Priaulx,681,01:50.9,56:34.8,Green,Track,26.235,51.943,32.733
91,GTD,Alan Metni,669,01:52.1,56:46.1,Green,Track,26.371,52.313,33.434
27,GTD,Marco Sorensen,699,01:47.6,57:32.4,Green,Track,25.848,50.252,31.539
57,GTD,Philip Ellis,699,01:47.5,57:38.5,Green,Track,25.483,50.292,31.762
70,GTD,Marvin Kirchhofer,699,01:48.3,57:41.3,Green,Track,26.228,50.398,31.665
44,GTD,Nicki Thiim,699,01:48.5,57:42.7,Green,Track,25.77,50.847,31.837
12,GTD,Aaron Telitz,699,01:48.0,57:44.7,Green,Track,25.742,50.611,31.606
96,GTD,Robby Foley,666,01:53.0,57:45.0,Green,Track,27.711,52.952,32.292
32,GTD,Maximilian Goetz,683,01:48.6,57:47.0,Green,Track,26.015,50.747,31.829
93,GTD,Kyle Marcelli,699,01:48.3,57:48.2,Green,Track,25.511,50.974,31.844
1,GTD,Maxime Martin,697,01:49.9,57:57.9,Green,Track,26.206,51.31,32.357
78,GTD,Marco Mapelli,696,01:49.7,57:58.2,Green,Track,25.999,51.272,32.472
19,GTD,Franck Perera,685,01:49.5,57:58.6,Green,Track,25.986,51.31,32.165
16,GTD,Jan Heylen,694,01:50.3,58:10.3,Green,Track,25.852,51.74,32.71
83,GTD,Michelle Gatting,630,01:50.1,58:10.7,Green,Track,26.069,51.492,32.506
023,GTD,Alessio Rovera,689,01:50.0,58:11.2,Green,Track,26.201,51.55,32.297
77,GTD,Trent Hindman,690,01:50.6,58:14.1,Green,Track,26.009,51.826,32.735
80,GTD,Seb Priaulx,682,01:50.8,58:25.6,Green,Track,26.159,51.954,32.691
91,GTD,Alan Metni,670,01:51.3,58:37.4,Green,Track,26.113,52.247,32.975
66,GTD,Mario Farnbacher,699,02:59.1,59:07.3,Green,Track,93.197,52.748,33.148
27,GTD,Marco Sorensen,700,01:47.7,59:20.1,Green,Track,25.636,50.298,31.78
57,GTD,Philip Ellis,700,01:47.3,59:25.8,Green,Track,25.429,50.342,31.536
70,GTD,Marvin Kirchhofer,700,01:48.3,59:29.6,Green,Track,25.829,50.746,31.684
44,GTD,Nicki Thiim,700,01:48.5,59:31.2,Green,Track,25.872,50.842,31.812
12,GTD,Aaron Telitz,700,01:49.3,59:34.1,Green,Track,25.862,51.136,32.331
32,GTD,Maximilian Goetz,684,01:48.4,59:35.4,Green,Track,25.956,50.812,31.644
96,GTD,Robby Foley,667,01:50.8,59:35.9,Green,Track,26.162,51.795,32.889
93,GTD,Kyle Marcelli,700,01:48.7,59:36.8,Green,Track,25.671,50.992,32.009
1,GTD,Maxime Martin,698,01:49.6,59:47.5,Green,Track,25.914,51.428,32.298
78,GTD,Marco Mapelli,697,01:49.6,59:47.9,Green,Track,25.885,51.514,32.246
19,GTD,Franck Perera,686,01:49.7,59:48.3,Green,Track,26.004,51.355,32.343
16,GTD,Jan Heylen,695,01:50.1,00:00.4,Green,Track,25.962,51.645,32.505
83,GTD,Michelle Gatting,631,01:50.0,00:00.7,Green,Track,25.939,51.489,32.582
023,GTD,Alessio Rovera,690,01:50.4,00:01.6,Green,Track,26.267,51.682,32.465
77,GTD,Trent Hindman,691,01:50.7,00:04.7,Green,Track,25.945,51.747,32.983
80,GTD,Seb Priaulx,683,01:51.3,00:16.9,Green,Track,26.211,52.285,32.77
91,GTD,Alan Metni,671,01:52.9,00:30.3,Green,Track,26.962,52.504,33.433
66,GTD,Mario Farnbacher,700,01:49.6,00:56.8,Green,Track,25.951,51.068,32.57
27,GTD,Marco Sorensen,701,01:47.5,01:07.6,Green,Track,25.587,50.391,31.483
57,GTD,Philip Ellis,701,01:48.5,01:14.3,Green,Track,26.071,50.891,31.532
70,GTD,Marvin Kirchhofer,701,01:49.0,01:18.6,Green,Track,25.826,50.834,32.313
44,GTD,Nicki Thiim,701,01:49.7,01:20.9,Green,Track,26.52,50.982,32.22
12,GTD,Aaron Telitz,701,01:48.8,01:22.9,Green,Track,26.021,51.009,31.772
32,GTD,Maximilian Goetz,685,01:48.6,01:24.0,Green,Track,26.15,50.714,31.712
93,GTD,Kyle Marcelli,701,01:48.6,01:25.5,Green,Track,25.71,50.925,31.981
96,GTD,Robby Foley,668,01:50.7,01:26.5,Green,Track,26.23,52.161,32.28
78,GTD,Marco Mapelli,698,01:49.5,01:37.3,Green,Track,25.786,51.431,32.234
1,GTD,Maxime Martin,699,01:50.2,01:37.7,Green,Track,26.43,51.604,32.204
19,GTD,Franck Perera,687,01:49.9,01:38.2,Green,Track,25.899,51.609,32.412
16,GTD,Jan Heylen,696,01:50.3,01:50.8,Green,Track,26.113,51.648,32.574
83,GTD,Michelle Gatting,632,01:51.1,01:51.8,Green,Track,26.594,51.782,32.729
023,GTD,Alessio Rovera,691,01:50.6,01:52.2,Green,Track,26.273,51.933,32.352
77,GTD,Trent Hindman,692,01:50.9,01:55.7,Green,Track,26.193,51.915,32.835
80,GTD,Seb Priaulx,684,01:51.4,02:08.2,Green,Track,26.332,52.11,32.91
91,GTD,Alan Metni,672,01:52.0,02:22.3,Green,Track,26.466,52.236,33.326
66,GTD,Mario Farnbacher,701,01:48.9,02:45.7,Green,Track,25.557,50.944,32.404
27,GTD,Marco Sorensen,702,01:47.3,02:54.9,Green,Track,25.678,50.293,31.373
57,GTD,Philip Ellis,702,01:48.9,03:03.2,Green,Track,25.758,51.33,31.805
70,GTD,Marvin Kirchhofer,702,01:48.3,03:06.9,Green,Track,25.825,50.663,31.831
44,GTD,Nicki Thiim,702,01:48.9,03:09.8,Green,Track,26.211,50.953,31.696
12,GTD,Aaron Telitz,702,01:48.9,03:11.7,Green,Track,25.898,51.155,31.818
32,GTD,Maximilian Goetz,686,01:49.2,03:13.2,Green,Track,26.352,51.082,31.773
93,GTD,Kyle Marcelli,702,01:48.5,03:13.9,Green,Track,25.623,50.58,32.276
96,GTD,Robby Foley,669,01:50.1,03:16.7,Green,Track,26.117,51.758,32.26
78,GTD,Marco Mapelli,699,01:49.3,03:26.6,Green,Track,25.738,51.396,32.203
1,GTD,Maxime Martin,700,01:49.3,03:27.1,Green,Track,25.912,51.283,32.151
19,GTD,Franck Perera,688,01:49.4,03:27.6,Green,Track,25.853,51.344,32.231
16,GTD,Jan Heylen,697,01:50.6,03:41.4,Green,Track,25.924,52.163,32.55
83,GTD,Michelle Gatting,633,01:50.0,03:41.9,Green,Track,25.985,51.583,32.46
023,GTD,Alessio Rovera,692,01:51.2,03:43.4,Green,Track,26.577,51.918,32.732
77,GTD,Trent Hindman,693,01:50.9,03:46.5,Green,Track,26.078,51.897,32.9
80,GTD,Seb Priaulx,685,01:51.3,03:59.5,Green,Track,26.416,51.863,33.023
91,GTD,Alan Metni,673,01:52.0,04:14.3,Green,Track,26.413,52.328,33.244
66,GTD,Mario Farnbacher,702,01:49.2,04:35.0,Green,Track,25.713,51.002,32.487
27,GTD,Marco Sorensen,703,01:47.7,04:42.7,Green,Track,25.5,50.602,31.632
57,GTD,Philip Ellis,703,01:48.0,04:51.2,Green,Track,25.626,50.736,31.685
