Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03
21,GTD,Simon Mann,257,01:47.5,54:04.5,Green,Track,25.267,49.89,32.315
99,GTD,Katherine Legge,221,01:48.2,54:05.9,Green,Track,25.543,50.585,32.112
64,GTD,Hugh Plumb,251,01:47.4,54:07.3,Green,Track,25.449,49.594,32.324
66,GTD,Till Bechtolsheimer,257,01:47.7,54:08.5,Green,Track,25.877,49.912,31.876
12,GTD,Aaron Telitz,185,01:47.5,54:08.7,Green,Track,25.875,49.742,31.861
71,GTD,Franck Perera,253,01:49.9,54:11.2,Green,Track,26.848,50.602,32.437
27,GTD,Ian James,257,01:50.3,54:17.0,Green,Track,26.474,51.307,32.566
39,GTD,Robert Megennis,239,01:50.2,54:17.2,Green,Track,26.349,51.316,32.57
96,GTD,Michael Dinan,257,01:50.7,54:17.2,Green,Track,26.35,51.449,32.876
47,GTD,Giorgio Sernagiotto,200,01:50.4,54:17.4,Green,Track,26.78,51.194,32.379
98,GTD,Paul Dalla Lana,218,01:52.3,54:19.2,Green,Track,27.474,51.489,33.347
44,GTD,Jonathan Adam,255,01:48.5,54:20.8,Green,Track,25.699,50.346,32.428
19,GTD,John Megrue,256,01:50.7,54:43.5,Green,Track,26.154,51.812,32.694
42,GTD,Don Yount,256,01:52.8,54:49.9,Green,Track,28.249,51.382,33.19
57,GTD,Lucas Auer,257,01:46.8,55:34.0,Yellow,Track,25.036,49.614,32.186
32,GTD,Scott Andrews,258,01:49.9,55:45.8,Yellow,Track,25.371,49.696,34.825
70,GTD,Jordan Pepper,258,01:50.3,55:46.3,Yellow,Track,25.474,49.781,35.069
59,GTD,Jon Miller,237,01:53.8,55:54.4,Yellow,Track,25.732,50.764,37.342
21,GTD,Simon Mann,258,02:02.9,56:07.4,Yellow,Track,26.126,52.023,44.78
99,GTD,Katherine Legge,222,02:02.1,56:08.0,Yellow,Track,25.449,52.296,44.306
64,GTD,Hugh Plumb,252,02:01.4,56:08.7,Yellow,Track,25.349,52.028,43.993
16,GTD,Ryan Hardwick,257,02:09.8,56:09.1,Yellow,Track,26.484,59.611,43.697
66,GTD,Till Bechtolsheimer,258,02:01.8,56:10.2,Yellow,Track,25.979,52.267,43.507
12,GTD,Aaron Telitz,186,02:04.1,56:12.8,Yellow,Track,26.987,52.69,44.42
71,GTD,Franck Perera,254,02:07.2,56:18.3,Yellow,Track,25.467,56.3,45.394
39,GTD,Robert Megennis,240,02:03.1,56:20.3,Yellow,Track,26.057,51.834,45.217
27,GTD,Ian James,258,02:03.9,56:20.9,Yellow,Track,25.713,52.728,45.421
47,GTD,Giorgio Sernagiotto,201,02:04.5,56:21.9,Yellow,Track,26.21,52.246,45.994
98,GTD,Paul Dalla Lana,219,02:04.3,56:23.5,Yellow,Track,26.483,52.519,45.308
44,GTD,Jonathan Adam,256,02:04.2,56:25.0,Yellow,Track,27.879,54.458,41.848
19,GTD,John Megrue,257,01:55.6,56:39.1,Yellow,Track,29.704,51.665,34.19
42,GTD,Don Yount,257,01:57.6,56:47.5,Yellow,Track,27.319,54.274,36.002
57,GTD,Lucas Auer,258,01:51.8,57:25.9,Yellow,Track,28.01,50.438,33.356
32,GTD,Scott Andrews,259,01:55.6,57:41.4,Yellow,Track,27.999,54.182,33.38
70,GTD,Jordan Pepper,259,01:57.6,57:43.9,Yellow,Track,27.85,55.804,33.906
59,GTD,Jon Miller,238,01:58.5,57:52.9,Yellow,Track,29.057,53.723,35.692
21,GTD,Simon Mann,259,02:44.8,58:52.2,Yellow,Track,33.511,94.739,36.508
99,GTD,Katherine Legge,223,02:44.5,58:52.4,Yellow,Track,33.7,94.531,36.228
64,GTD,Hugh Plumb,253,02:44.2,58:52.9,Yellow,Track,33.631,94.587,36.024
16,GTD,Ryan Hardwick,258,02:44.2,58:53.3,Yellow,Track,33.723,94.512,35.948
66,GTD,Till Bechtolsheimer,259,02:43.4,58:53.7,Yellow,Track,34.493,93.074,35.845
12,GTD,Aaron Telitz,187,02:42.7,58:55.5,Yellow,Track,34.695,93.026,34.974
27,GTD,Ian James,259,02:35.9,58:56.7,Yellow,Track,36.688,84.364,34.83
39,GTD,Robert Megennis,241,02:38.7,58:59.0,Yellow,Track,36.166,87.791,34.777
71,GTD,Franck Perera,255,02:41.1,58:59.4,Yellow,Track,36.696,89.822,34.559
47,GTD,Giorgio Sernagiotto,202,02:39.9,59:01.7,Yellow,Track,36.631,87.947,35.296
98,GTD,Paul Dalla Lana,220,02:39.0,59:02.4,Yellow,Track,36.667,87.179,35.141
44,GTD,Jonathan Adam,257,02:39.4,59:04.4,Yellow,Track,37.839,85.576,35.988
19,GTD,John Megrue,258,02:32.7,59:11.8,Yellow,Track,35.085,78.465,39.138
42,GTD,Don Yount,258,02:28.6,59:16.1,Yellow,Track,30.915,76.522,41.155
57,GTD,Lucas Auer,259,02:01.1,59:26.9,Yellow,Track,26.144,56.349,38.597
32,GTD,Scott Andrews,260,02:27.6,00:09.0,Yellow,Track,26.213,53.468,67.889
70,GTD,Jordan Pepper,260,02:25.7,00:09.5,Yellow,Track,26.747,53.473,65.435
59,GTD,Jon Miller,239,02:23.0,00:15.9,Yellow,Track,28.822,52.001,62.189
21,GTD,Simon Mann,260,02:02.7,00:54.8,Yellow,Track,26.449,52.63,43.573
99,GTD,Katherine Legge,224,02:02.6,00:55.1,Yellow,Track,26.778,52.616,43.245
64,GTD,Hugh Plumb,254,02:02.7,00:55.6,Yellow,Track,26.958,52.804,42.962
16,GTD,Ryan Hardwick,259,02:02.9,00:56.1,Yellow,Track,27.797,52.458,42.603
66,GTD,Till Bechtolsheimer,260,02:03.1,00:56.8,Yellow,Track,28.146,52.716,42.285
12,GTD,Aaron Telitz,188,02:02.2,00:57.6,Yellow,Track,27.433,52.976,41.778
27,GTD,Ian James,260,02:02.6,00:59.4,Yellow,Track,27.519,53.483,41.644
39,GTD,Robert Megennis,242,02:03.2,01:02.2,Yellow,Track,26.802,55.098,41.303
71,GTD,Franck Perera,256,02:03.4,01:02.8,Yellow,Track,27.51,54.412,41.451
47,GTD,Giorgio Sernagiotto,203,02:03.1,01:04.9,Yellow,Track,27.439,54.17,41.529
98,GTD,Paul Dalla Lana,221,02:02.6,01:05.1,Yellow,Track,27.757,53.615,41.267
44,GTD,Jonathan Adam,258,02:02.9,01:07.3,Yellow,Track,27.366,54.405,41.151
19,GTD,John Megrue,259,01:59.0,01:10.7,Yellow,Track,27.573,52.536,38.863
42,GTD,Don Yount,259,01:57.7,01:13.8,Yellow,Track,27.927,52.879,36.875
57,GTD,Lucas Auer,260,01:49.5,01:16.4,Yellow,Track,25.638,50.274,33.55
32,GTD,Scott Andrews,261,03:53.2,04:02.1,Yellow,Track,45.462,105.545,82.188
70,GTD,Jordan Pepper,261,03:53.3,04:02.8,Yellow,Track,45.465,105.753,82.051
59,GTD,Jon Miller,240,03:52.9,04:08.8,Yellow,Track,44.794,107.632,80.461
21,GTD,Simon Mann,261,03:15.9,04:10.8,Yellow,Track,28.436,87.954,79.533
99,GTD,Katherine Legge,225,03:16.7,04:11.7,Yellow,Track,28.769,88.119,79.78
64,GTD,Hugh Plumb,255,03:17.5,04:13.1,Yellow,Track,28.882,88.356,80.256
16,GTD,Ryan Hardwick,260,03:17.8,04:14.0,Yellow,Track,30.079,87.566,80.174
66,GTD,Till Bechtolsheimer,261,03:18.2,04:15.0,Yellow,Track,29.685,87.911,80.582
12,GTD,Aaron Telitz,189,03:18.2,04:15.9,Yellow,Track,30.126,89.322,78.771
27,GTD,Ian James,261,03:19.5,04:18.9,Yellow,Track,29.837,90.624,79.073
39,GTD,Robert Megennis,243,03:18.1,04:20.3,Yellow,Track,29.162,90.64,78.269
71,GTD,Franck Perera,257,03:18.6,04:21.4,Yellow,Track,30.093,90.215,78.327
47,GTD,Giorgio Sernagiotto,204,03:19.3,04:24.2,Yellow,Track,29.475,91.782,78.013
98,GTD,Paul Dalla Lana,222,03:20.8,04:25.9,Yellow,Track,29.954,92.145,78.747
44,GTD,Jonathan Adam,259,03:19.9,04:27.2,Yellow,Track,29.115,92.271,78.5
19,GTD,John Megrue,260,03:20.2,04:30.9,Yellow,Track,30.554,91.452,78.203
42,GTD,Don Yount,260,03:20.9,04:34.7,Yellow,Track,30.629,91.031,79.235
57,GTD,Lucas Auer,261,03:19.3,04:35.7,Yellow,Track,29.709,90.446,79.15
32,GTD,Scott Andrews,262,03:39.4,07:41.6,Yellow,Track,51.338,101.094,66.973
70,GTD,Jordan Pepper,262,03:39.3,07:42.1,Yellow,Track,51.412,101.156,66.77
59,GTD,Jon Miller,241,03:37.4,07:46.1,Yellow,Track,51.672,99.247,66.442
21,GTD,Simon Mann,262,03:37.5,07:48.3,Yellow,Track,51.27,100.203,66.061
99,GTD,Katherine Legge,226,03:37.5,07:49.3,Yellow,Track,51.238,100.163,66.11
64,GTD,Hugh Plumb,256,03:37.3,07:50.4,Yellow,Track,50.923,100.301,66.035
16,GTD,Ryan Hardwick,261,03:37.3,07:51.3,Yellow,Track,50.786,101.067,65.495
66,GTD,Till Bechtolsheimer,262,03:36.8,07:51.8,Yellow,Track,50.41,101.286,65.152
12,GTD,Aaron Telitz,190,03:36.7,07:52.6,Yellow,Track,50.263,101.4,65.042
27,GTD,Ian James,262,03:36.8,07:55.7,Yellow,Track,49.776,101.177,65.803
39,GTD,Robert Megennis,244,03:39.1,07:59.3,Yellow,Track,50.037,101.644,67.37
71,GTD,Franck Perera,258,03:39.6,08:01.0,Yellow,Track,49.72,101.403,68.515
47,GTD,Giorgio Sernagiotto,205,03:39.3,08:03.5,Yellow,Track,48.925,101.322,69.058
98,GTD,Paul Dalla Lana,223,03:37.9,08:03.9,Yellow,Track,47.594,102.02,68.326
44,GTD,Jonathan Adam,260,03:37.9,08:05.0,Yellow,Track,47.214,102.01,68.632
19,GTD,John Megrue,261,03:37.7,08:08.7,Yellow,Track,46.659,101.333,69.752
42,GTD,Don Yount,261,03:37.5,08:12.2,Yellow,Track,47.998,99.45,70.085
57,GTD,Lucas Auer,262,03:37.8,08:13.6,Yellow,Track,48.403,98.98,70.46
32,GTD,Scott Andrews,263,03:01.9,10:43.5,Green,Track,41.654,89.504,50.785
70,GTD,Jordan Pepper,263,03:01.5,10:43.6,Green,Track,41.966,89.141,50.384
59,GTD,Jon Miller,242,02:58.1,10:44.2,Green,Track,41.646,89.811,46.615
21,GTD,Simon Mann,263,02:56.5,10:44.8,Green,Track,42.222,88.927,45.327
64,GTD,Hugh Plumb,257,02:54.4,10:44.8,Green,Track,41.949,88.136,44.342
99,GTD,Katherine Legge,227,02:55.6,10:44.9,Green,Track,41.923,88.926,44.788
16,GTD,Ryan Hardwick,262,02:54.0,10:45.3,Green,Track,42.053,87.708,44.252
12,GTD,Aaron Telitz,191,02:53.4,10:46.0,Green,Track,42.18,87.471,43.758
66,GTD,Till Bechtolsheimer,263,02:54.2,10:46.0,Green,Track,42.001,87.625,44.539
39,GTD,Robert Megennis,245,02:47.7,10:47.0,Green,Track,38.267,86.836,42.574
27,GTD,Ian James,263,02:51.5,10:47.2,Green,Track,40.999,87.213,43.273
71,GTD,Franck Perera,259,02:46.3,10:47.4,Green,Track,37.133,87.687,41.527
47,GTD,Giorgio Sernagiotto,206,02:44.2,10:47.6,Green,Track,37.716,85.625,40.84
44,GTD,Jonathan Adam,261,02:43.0,10:48.0,Green,Track,37.862,85.537,39.599
19,GTD,John Megrue,262,02:39.8,10:48.5,Green,Track,36.725,84.861,38.218
57,GTD,Lucas Auer,263,02:35.2,10:48.7,Green,Track,38.418,80.724,36.034
42,GTD,Don Yount,262,02:36.8,10:49.0,Green,Track,39.086,80.544,37.191
98,GTD,Paul Dalla Lana,224,02:46.1,10:50.0,Green,Track,38.242,85.8,42.06
70,GTD,Jordan Pepper,264,01:50.7,12:34.4,Green,Track,27.145,51.167,32.419
32,GTD,Scott Andrews,264,01:51.4,12:34.9,Green,Track,26.967,51.836,32.613
64,GTD,Hugh Plumb,258,01:51.1,12:35.9,Green,Track,26.865,51.384,32.807
99,GTD,Katherine Legge,228,01:51.4,12:36.3,Green,Track,27.615,51.137,32.63
59,GTD,Jon Miller,243,01:52.1,12:36.3,Green,Track,27.225,51.699,33.153
21,GTD,Simon Mann,264,01:52.1,12:36.8,Green,Track,27.546,51.646,32.889
12,GTD,Aaron Telitz,192,01:51.0,12:37.0,Green,Track,26.899,51.651,32.432
16,GTD,Ryan Hardwick,263,01:52.6,12:37.9,Green,Track,27.371,52.208,33.033
66,GTD,Till Bechtolsheimer,264,01:52.4,12:38.4,Green,Track,27.232,51.948,33.214
39,GTD,Robert Megennis,246,01:51.5,12:38.5,Green,Track,26.958,51.714,32.869
71,GTD,Franck Perera,260,01:51.4,12:38.8,Green,Track,27.368,51.408,32.631
27,GTD,Ian James,264,01:51.8,12:39.0,Green,Track,27.361,51.913,32.556
47,GTD,Giorgio Sernagiotto,207,01:51.7,12:39.4,Green,Track,27.545,51.425,32.751
57,GTD,Lucas Auer,264,01:50.9,12:39.6,Green,Track,27.266,51.046,32.591
44,GTD,Jonathan Adam,262,01:52.9,12:40.9,Green,Track,27.666,52.061,33.198
19,GTD,John Megrue,263,01:53.2,12:41.6,Green,Track,28.048,51.85,33.253
98,GTD,Paul Dalla Lana,225,01:52.0,12:42.0,Green,Track,27.911,51.8,32.321
42,GTD,Don Yount,263,01:54.8,12:43.8,Green,Track,28.646,52.874,33.288
70,GTD,Jordan Pepper,265,01:48.2,14:22.6,Green,Track,25.749,50.615,31.861
32,GTD,Scott Andrews,265,01:48.2,14:23.1,Green,Track,25.544,50.477,32.154
64,GTD,Hugh Plumb,259,01:49.0,14:24.8,Green,Track,26.217,50.525,32.231
99,GTD,Katherine Legge,229,01:48.7,14:24.9,Green,Track,26.149,50.258,32.268
12,GTD,Aaron Telitz,193,01:48.2,14:25.1,Green,Track,25.849,50.551,31.762
59,GTD,Jon Miller,244,01:49.8,14:26.1,Green,Track,26.679,50.885,32.255
21,GTD,Simon Mann,265,01:49.8,14:26.7,Green,Track,26.757,50.625,32.447
16,GTD,Ryan Hardwick,264,01:49.8,14:27.7,Green,Track,26.553,50.739,32.491
39,GTD,Robert Megennis,247,01:49.6,14:28.2,Green,Track,26.433,51.009,32.183
71,GTD,Franck Perera,261,01:49.7,14:28.5,Green,Track,26.467,50.9,32.376
66,GTD,Till Bechtolsheimer,265,01:50.6,14:29.0,Green,Track,26.384,51.517,32.729
57,GTD,Lucas Auer,265,01:50.0,14:29.7,Green,Track,26.649,50.959,32.413
27,GTD,Ian James,265,01:50.7,14:29.7,Green,Track,26.691,51.382,32.621
47,GTD,Giorgio Sernagiotto,208,01:50.5,14:29.8,Green,Track,26.849,51.015,32.606
44,GTD,Jonathan Adam,263,01:49.7,14:30.6,Green,Track,26.212,51.183,32.281
19,GTD,John Megrue,264,01:50.4,14:32.1,Green,Track,26.749,50.889,32.797
42,GTD,Don Yount,264,01:51.1,14:34.9,Green,Track,26.631,51.402,33.048
98,GTD,Paul Dalla Lana,226,02:03.7,14:45.7,Green,Pit,26.795,51.111,45.824
70,GTD,Jordan Pepper,266,01:47.2,16:09.8,Green,Track,25.636,49.987,31.597
32,GTD,Scott Andrews,266,01:48.3,16:11.4,Green,Track,25.95,50.08,32.311
64,GTD,Hugh Plumb,260,01:47.8,16:12.6,Green,Track,25.943,49.716,32.141
99,GTD,Katherine Legge,230,01:48.4,16:13.3,Green,Track,26.196,49.907,32.249
12,GTD,Aaron Telitz,194,01:48.5,16:13.6,Green,Track,26.357,50.212,31.881
59,GTD,Jon Miller,245,01:48.0,16:14.1,Green,Track,26.132,50.02,31.831
21,GTD,Simon Mann,266,01:49.0,16:15.7,Green,Track,26.009,50.552,32.434
16,GTD,Ryan Hardwick,265,01:48.6,16:16.3,Green,Track,25.886,50.477,32.268
39,GTD,Robert Megennis,248,01:48.3,16:16.5,Green,Track,25.801,50.399,32.144
71,GTD,Franck Perera,262,01:48.2,16:16.7,Green,Track,25.805,50.365,32.019
57,GTD,Lucas Auer,266,01:47.7,16:17.3,Green,Track,25.857,49.898,31.94
66,GTD,Till Bechtolsheimer,266,01:49.0,16:18.0,Green,Track,26.082,50.617,32.295
47,GTD,Giorgio Sernagiotto,209,01:48.5,16:18.3,Green,Track,26.313,49.814,32.358
27,GTD,Ian James,266,01:50.4,16:20.1,Green,Track,26.747,51.406,32.228
44,GTD,Jonathan Adam,264,01:49.9,16:20.5,Green,Track,26.261,51.406,32.253
19,GTD,John Megrue,265,01:50.1,16:22.2,Green,Track,26.355,50.647,33.131
42,GTD,Don Yount,265,01:50.5,16:25.4,Green,Track,26.306,51.215,33.012
70,GTD,Jordan Pepper,267,01:46.6,17:56.4,Green,Track,25.603,49.44,31.588
32,GTD,Scott Andrews,267,01:46.6,17:58.0,Green,Track,25.417,49.686,31.494
64,GTD,Hugh Plumb,261,01:47.5,18:00.1,Green,Track,25.424,49.908,32.181
99,GTD,Katherine Legge,231,01:49.0,18:02.3,Green,Track,27.126,49.991,31.847
12,GTD,Aaron Telitz,195,01:50.3,18:03.9,Green,Track,27.402,49.977,32.91
59,GTD,Jon Miller,246,01:50.0,18:04.1,Green,Track,27.313,49.978,32.729
21,GTD,Simon Mann,267,01:49.2,18:04.9,Green,Track,26.508,50.305,32.372
39,GTD,Robert Megennis,249,01:48.6,18:05.1,Green,Track,26.343,50.031,32.224
98,GTD,Paul Dalla Lana,227,03:19.7,18:05.4,Green,Track,104.299,60.692,34.675
57,GTD,Lucas Auer,267,01:48.2,18:05.5,Green,Track,26.377,49.959,31.827
71,GTD,Franck Perera,263,01:49.7,18:06.4,Green,Track,27.27,50.239,32.208
16,GTD,Ryan Hardwick,266,01:51.2,18:07.6,Green,Track,27.616,51.313,32.308
47,GTD,Giorgio Sernagiotto,210,01:49.4,18:07.7,Green,Track,26.129,51.108,32.181
66,GTD,Till Bechtolsheimer,267,01:50.3,18:08.3,Green,Track,26.159,52.181,31.999
27,GTD,Ian James,267,01:48.9,18:09.0,Green,Track,25.706,51.098,32.104
44,GTD,Jonathan Adam,265,01:49.2,18:09.7,Green,Track,25.646,50.915,32.619
19,GTD,John Megrue,266,01:49.7,18:11.9,Green,Track,26.148,50.606,32.976
42,GTD,Don Yount,266,01:51.9,18:17.3,Green,Track,26.736,51.785,33.379
70,GTD,Jordan Pepper,268,01:46.3,19:42.7,Green,Track,25.32,49.579,31.418
32,GTD,Scott Andrews,268,01:46.9,19:44.9,Green,Track,25.51,49.692,31.648
64,GTD,Hugh Plumb,262,01:48.0,19:48.1,Green,Track,25.694,49.948,32.333
99,GTD,Katherine Legge,232,01:46.9,19:49.2,Green,Track,25.505,49.466,31.915
12,GTD,Aaron Telitz,196,01:46.6,19:50.5,Green,Track,25.526,49.693,31.396
59,GTD,Jon Miller,247,01:47.8,19:51.9,Green,Track,26.164,50.098,31.494
21,GTD,Simon Mann,268,01:48.0,19:52.8,Green,Track,25.639,50.423,31.892
39,GTD,Robert Megennis,250,01:47.8,19:52.9,Green,Track,25.72,50.381,31.721
57,GTD,Lucas Auer,268,01:47.7,19:53.2,Green,Track,25.642,50.335,31.698
47,GTD,Giorgio Sernagiotto,211,01:47.1,19:54.8,Green,Track,25.658,49.76,31.652
71,GTD,Franck Perera,264,01:48.4,19:54.9,Green,Track,26.549,49.874,32.005
16,GTD,Ryan Hardwick,267,01:50.8,19:58.4,Green,Track,26.421,51.879,32.514
66,GTD,Till Bechtolsheimer,268,01:50.4,19:58.7,Green,Track,25.837,51.968,32.556
27,GTD,Ian James,268,01:50.2,19:59.2,Green,Track,25.96,51.616,32.621
98,GTD,Paul Dalla Lana,228,01:55.0,20:00.4,Green,Track,27.83,53.263,33.921
44,GTD,Jonathan Adam,266,01:50.7,20:00.4,Green,Track,25.605,51.51,33.594
19,GTD,John Megrue,267,01:49.7,20:01.6,Green,Track,26.345,50.78,32.543
42,GTD,Don Yount,267,01:50.9,20:08.3,Green,Track,26.339,51.432,33.156
70,GTD,Jordan Pepper,269,01:46.6,21:29.4,Green,Track,25.343,49.882,31.42
32,GTD,Scott Andrews,269,01:47.2,21:32.1,Green,Track,25.358,50.219,31.639
64,GTD,Hugh Plumb,263,01:47.6,21:35.7,Green,Track,25.702,49.737,32.165
99,GTD,Katherine Legge,233,01:46.6,21:35.8,Green,Track,25.313,49.519,31.815
12,GTD,Aaron Telitz,197,01:46.7,21:37.2,Green,Track,25.376,49.578,31.762
39,GTD,Robert Megennis,251,01:48.0,21:40.9,Green,Track,25.489,50.18,32.313
57,GTD,Lucas Auer,269,01:47.8,21:41.0,Green,Track,25.714,49.842,32.289
21,GTD,Simon Mann,269,01:48.6,21:41.5,Green,Track,25.306,50.919,32.422
47,GTD,Giorgio Sernagiotto,212,01:47.0,21:41.8,Green,Track,25.21,49.705,32.037
71,GTD,Franck Perera,265,01:47.6,21:42.4,Green,Track,25.492,49.642,32.428
16,GTD,Ryan Hardwick,268,01:49.2,21:47.6,Green,Track,26.404,50.46,32.314
66,GTD,Till Bechtolsheimer,269,01:49.2,21:47.9,Green,Track,26.238,50.699,32.247
27,GTD,Ian James,269,01:49.5,21:48.7,Green,Track,26.553,51.071,31.87
44,GTD,Jonathan Adam,267,01:50.4,21:50.8,Green,Track,26.393,51.358,32.644
19,GTD,John Megrue,268,01:51.0,21:52.6,Green,Track,26.223,51.775,32.989
98,GTD,Paul Dalla Lana,229,01:52.7,21:53.1,Green,Track,26.436,53.321,32.915
42,GTD,Don Yount,268,01:52.2,22:00.5,Green,Track,27.312,51.683,33.214
70,GTD,Jordan Pepper,270,01:48.5,23:17.9,Yellow,Track,25.165,49.803,33.51
32,GTD,Scott Andrews,270,01:48.4,23:20.5,Yellow,Track,25.264,49.715,33.449
64,GTD,Hugh Plumb,264,01:47.5,23:23.2,Yellow,Track,25.515,49.839,32.165
99,GTD,Katherine Legge,234,01:48.7,23:24.5,Yellow,Track,25.716,49.847,33.142
12,GTD,Aaron Telitz,198,01:48.4,23:25.6,Yellow,Track,25.733,50.276,32.359
57,GTD,Lucas Auer,270,01:55.1,23:36.2,Yellow,Track,25.626,50.957,38.546
39,GTD,Robert Megennis,252,01:58.7,23:39.6,Yellow,Track,25.734,51.898,41.045
71,GTD,Franck Perera,266,01:58.0,23:40.4,Yellow,Track,25.588,50.816,41.558
21,GTD,Simon Mann,270,01:59.8,23:41.3,Yellow,Track,25.909,51.661,42.244
47,GTD,Giorgio Sernagiotto,213,02:00.2,23:41.9,Yellow,Track,25.926,51.604,42.62
16,GTD,Ryan Hardwick,269,01:54.8,23:42.4,Yellow,Track,26.562,50.986,37.23
66,GTD,Till Bechtolsheimer,270,01:55.4,23:43.3,Yellow,Track,26.468,51.073,37.884
27,GTD,Ian James,270,01:57.1,23:45.8,Yellow,Track,26.718,51.177,39.214
44,GTD,Jonathan Adam,268,01:55.8,23:46.7,Yellow,Track,25.483,50.986,39.372
19,GTD,John Megrue,269,01:56.2,23:48.8,Yellow,Track,26.045,51.429,38.707
98,GTD,Paul Dalla Lana,230,01:57.3,23:50.4,Yellow,Track,26.143,51.778,39.352
42,GTD,Don Yount,269,01:55.0,23:55.4,Yellow,Track,26.97,51.98,36.012
70,GTD,Jordan Pepper,271,02:00.9,25:18.8,Yellow,Track,28.917,57.253,34.75
32,GTD,Scott Andrews,271,02:04.3,25:24.8,Yellow,Track,30.861,57.056,36.381
64,GTD,Hugh Plumb,265,02:04.1,25:27.3,Yellow,Track,29.435,57.572,37.043
99,GTD,Katherine Legge,235,02:04.9,25:29.4,Yellow,Track,29.25,58.562,37.077
12,GTD,Aaron Telitz,199,02:07.3,25:32.9,Yellow,Track,30.782,60.444,36.083
57,GTD,Lucas Auer,271,02:53.0,26:29.2,Yellow,Track,35.622,103.674,33.736
39,GTD,Robert Megennis,253,02:51.1,26:30.7,Yellow,Track,35.168,101.918,34.001
71,GTD,Franck Perera,267,02:51.0,26:31.4,Yellow,Track,35.317,101.406,34.264
21,GTD,Simon Mann,271,02:50.5,26:31.8,Yellow,Track,35.383,101.036,34.09
47,GTD,Giorgio Sernagiotto,214,02:50.7,26:32.7,Yellow,Track,35.448,100.975,34.319
16,GTD,Ryan Hardwick,270,02:51.1,26:33.5,Yellow,Track,35.709,101.063,34.367
66,GTD,Till Bechtolsheimer,271,02:50.8,26:34.1,Yellow,Track,35.436,100.82,34.552
27,GTD,Ian James,271,02:50.3,26:36.1,Yellow,Track,34.63,101.004,34.669
44,GTD,Jonathan Adam,269,02:49.8,26:36.4,Yellow,Track,34.313,100.862,34.594
19,GTD,John Megrue,270,02:50.4,26:39.2,Yellow,Track,33.506,100.647,36.241
42,GTD,Don Yount,270,02:50.3,26:45.7,Yellow,Track,33.41,96.16,40.701
98,GTD,Paul Dalla Lana,231,03:12.9,27:03.3,Yellow,Track,33.642,103.111,56.138
70,GTD,Jordan Pepper,272,02:26.6,27:45.4,Yellow,Track,27.704,57.986,60.882
32,GTD,Scott Andrews,272,02:24.0,27:48.9,Yellow,Track,27.361,57.088,59.584
64,GTD,Hugh Plumb,266,02:23.4,27:50.7,Yellow,Track,27.699,56.303,59.433
99,GTD,Katherine Legge,236,02:22.8,27:52.2,Yellow,Track,28.09,55.026,59.671
12,GTD,Aaron Telitz,200,02:23.4,27:56.3,Yellow,Track,27.699,55.138,60.575
57,GTD,Lucas Auer,272,01:52.2,28:21.4,Yellow,Track,28.81,50.914,32.455
39,GTD,Robert Megennis,254,01:53.7,28:24.4,Yellow,Track,29.259,51.466,32.98
71,GTD,Franck Perera,268,01:53.3,28:24.7,Yellow,Track,29.221,51.241,32.849
21,GTD,Simon Mann,272,01:54.5,28:26.3,Yellow,Track,29.535,51.963,33.043
47,GTD,Giorgio Sernagiotto,215,01:54.2,28:26.8,Yellow,Track,29.225,52.19,32.741
16,GTD,Ryan Hardwick,271,01:54.9,28:28.4,Yellow,Track,30.972,51.054,32.838
66,GTD,Till Bechtolsheimer,272,01:56.5,28:30.7,Yellow,Track,31.314,52.225,32.991
27,GTD,Ian James,272,01:56.8,28:32.8,Yellow,Track,31.163,52.679,32.916
44,GTD,Jonathan Adam,270,01:56.9,28:33.3,Yellow,Track,31.224,52.78,32.865
19,GTD,John Megrue,271,01:56.7,28:35.9,Yellow,Track,29.986,52.952,33.81
42,GTD,Don Yount,271,01:56.8,28:42.5,Yellow,Track,29.151,53.668,33.945
98,GTD,Paul Dalla Lana,232,01:54.8,28:58.0,Yellow,Track,27.772,53.915,33.081
70,GTD,Jordan Pepper,273,03:12.0,30:57.4,Yellow,Track,48.673,81.319,62.032
32,GTD,Scott Andrews,273,03:13.5,31:02.3,Yellow,Track,49.352,82.862,61.246
64,GTD,Hugh Plumb,267,03:15.0,31:05.7,Yellow,Track,50.414,83.616,60.986
99,GTD,Katherine Legge,237,03:15.0,31:07.2,Yellow,Track,49.659,83.947,61.438
12,GTD,Aaron Telitz,201,03:14.6,31:10.9,Yellow,Track,48.308,84.805,61.473
57,GTD,Lucas Auer,273,02:52.2,31:13.6,Yellow,Track,26.044,85.008,61.137
39,GTD,Robert Megennis,255,02:50.3,31:14.7,Yellow,Track,26.234,83.193,60.851
71,GTD,Franck Perera,269,02:50.9,31:15.6,Yellow,Track,26.384,83.401,61.081
21,GTD,Simon Mann,273,02:50.0,31:16.3,Yellow,Track,26.502,82.965,60.504
47,GTD,Giorgio Sernagiotto,216,02:50.5,31:17.3,Yellow,Track,26.412,83.785,60.262
16,GTD,Ryan Hardwick,272,02:49.6,31:17.9,Yellow,Track,27.043,82.258,60.255
66,GTD,Till Bechtolsheimer,273,02:48.2,31:18.9,Yellow,Track,26.483,81.143,60.621
27,GTD,Ian James,273,02:48.4,31:21.3,Yellow,Track,26.158,82.032,60.244
